country,year,co2emissions
Nigeria,2029,135973870.0
Nigeria,2030,139400830.0
North Korea,2021,13937676.0
North Korea,2022,44328104.0
North Korea,2023,16047759.0
North Korea,2024,14867411.0
North Korea,2025,15627513.0
North Korea,2026,17619518.0
North Korea,2027,14192500.0
North Korea,2028,12494616.0
North Korea,2029,5263277.0
North Korea,2030,4820866.0
Norway,2021,46064044.0
Norway,2022,42239680.0
Norway,2023,45519624.0
Norway,2024,48621124.0
Norway,2025,27451196.0
Norway,2026,45991220.0
Norway,2027,50952540.0
Norway,2028,31774440.0
Norway,2029,46233260.0
Norway,2030,41805068.0
Oman,2021,63376010.0
Oman,2022,86277640.0
Oman,2023,61118870.0
Oman,2024,80015310.0
Oman,2025,86106024.0
Oman,2026,80382776.0
Oman,2027,67027150.0
Oman,2028,87497570.0
Oman,2029,86414330.0
Oman,2030,102958620.0
Pakistan,2021,202166160.0
Pakistan,2022,171820430.0
Pakistan,2023,210621150.0
Pakistan,2024,211413260.0
Pakistan,2025,173139920.0
Pakistan,2026,219669700.0
Pakistan,2027,222622370.0
Pakistan,2028,188778110.0
Pakistan,2029,209460690.0
Pakistan,2030,223484300.0
Panama,2021,11635386.0
Panama,2022,12026207.0
Panama,2023,13037186.0
Panama,2024,12294346.0
Panama,2025,11229826.0
Panama,2026,11745858.0
Panama,2027,14882101.0
Panama,2028,14968759.0
Panama,2029,15868867.0
Panama,2030,15911047.0
Paraguay,2021,4413870.0
Paraguay,2022,4086594.0
Paraguay,2023,4836714.5
Paraguay,2024,3321821.2
Paraguay,2025,4348569.5
Paraguay,2026,4702158.5
Paraguay,2027,4436938.5
Paraguay,2028,4660458.5
Paraguay,2029,4327897.0
Paraguay,2030,4358380.0
Peru,2021,54420996.0
Peru,2022,59603190.0
Peru,2023,59597856.0
Peru,2024,60354720.0
Peru,2025,59970584.0
Peru,2026,62660950.0
Peru,2027,68770424.0
Peru,2028,69512300.0
Peru,2029,59553572.0
Peru,2030,67380290.0
Philippines,2021,122368750.0
Philippines,2022,139674540.0
Philippines,2023,147997380.0
Philippines,2024,150514510.0
Philippines,2025,145934030.0
Philippines,2026,128486710.0
Philippines,2027,88738240.0
Philippines,2028,155379120.0
Philippines,2029,135153090.0
Philippines,2030,160263520.0
Portugal,2021,29492962.0
Portugal,2022,53889864.0
Portugal,2023,55555332.0
Portugal,2024,52716156.0
Portugal,2025,59726620.0
Portugal,2026,58911350.0
Portugal,2027,61265740.0
Portugal,2028,59091784.0
Portugal,2029,59798376.0
Portugal,2030,43838384.0
Qatar,2021,96349850.0
Qatar,2022,98713670.0
Qatar,2023,100632360.0
Qatar,2024,103142720.0
Qatar,2025,102778650.0
Qatar,2026,103862344.0
Qatar,2027,106499370.0
Qatar,2028,108618104.0
Qatar,2029,84517390.0
Qatar,2030,104660700.0
Romania,2021,56930428.0
Romania,2022,54915580.0
Romania,2023,54841572.0
Romania,2024,48316250.0
Romania,2025,42910380.0
Romania,2026,80574600.0
Romania,2027,31997358.0
Romania,2028,42544660.0
Romania,2029,46721390.0
Romania,2030,61677790.0
Rwanda,2021,375260.28
Rwanda,2022,368293.7
Rwanda,2023,369312.94
Rwanda,2024,360834.53
Rwanda,2025,354533.5
Rwanda,2026,351665.84
Rwanda,2027,347718.16
Rwanda,2028,331435.6
Rwanda,2029,333944.8
Rwanda,2030,326357.6
Saint Lucia,2021,477429.5
Saint Lucia,2022,482986.0
Saint Lucia,2023,483145.8
Saint Lucia,2024,471585.6
Saint Lucia,2025,481605.84
Saint Lucia,2026,489972.78
Saint Lucia,2027,491678.16
Saint Lucia,2028,488156.53
Saint Lucia,2029,494943.3
Saint Lucia,2030,493269.25
Sao Tome and Principe,2021,231753.67
Sao Tome and Principe,2022,227406.22
Sao Tome and Principe,2023,222348.97
Sao Tome and Principe,2024,206442.08
Sao Tome and Principe,2025,214908.86
Sao Tome and Principe,2026,178519.48
Sao Tome and Principe,2027,164754.64
Sao Tome and Principe,2028,172746.11
Sao Tome and Principe,2029,175623.28
Sao Tome and Principe,2030,145279.8
Senegal,2021,5472691.0
Senegal,2022,5560818.5
Senegal,2023,5510473.0
Senegal,2024,5585058.0
Senegal,2025,5648271.5
Senegal,2026,5544379.5
Senegal,2027,5653153.5
Senegal,2028,5670007.5
Senegal,2029,5804184.0
Senegal,2030,5839910.0
Serbia,2021,54219516.0
Serbia,2022,48558324.0
Serbia,2023,56999588.0
Serbia,2024,48887724.0
Serbia,2025,53575830.0
Serbia,2026,51157290.0
Serbia,2027,49362484.0
Serbia,2028,48526228.0
Serbia,2029,50563150.0
Serbia,2030,53453930.0
Seychelles,2021,127325.93
Seychelles,2022,140507.73
Seychelles,2023,150001.16
Seychelles,2024,64649.0
Seychelles,2025,149861.73
Seychelles,2026,143435.61
Seychelles,2027,222196.88
Seychelles,2028,165717.92
Seychelles,2029,232514.16
Seychelles,2030,75105.72
Sierra Leone,2021,522947.9
Sierra Leone,2022,134496.7
Sierra Leone,2023,197024.7
Sierra Leone,2024,461421.22
Sierra Leone,2025,125231.414
Sierra Leone,2026,115167.62
Sierra Leone,2027,-125919.914
Sierra Leone,2028,-113843.99
Sierra Leone,2029,662592.6
Sierra Leone,2030,1317949.9
Singapore,2021,46360130.0
Singapore,2022,43048550.0
Singapore,2023,32984994.0
Singapore,2024,43033772.0
Singapore,2025,44021570.0
Singapore,2026,44792184.0
Singapore,2027,44876180.0
Singapore,2028,43195600.0
Singapore,2029,39442380.0
Singapore,2030,41215820.0
Spain,2021,220484140.0
Spain,2022,297828000.0
Spain,2023,281956380.0
Spain,2024,281109250.0
Spain,2025,251499420.0
Spain,2026,308484500.0
Spain,2027,322557120.0
Spain,2028,264532130.0
Spain,2029,302720900.0
Spain,2030,274633600.0
Sri Lanka,2021,23828964.0
Sri Lanka,2022,26331226.0
Sri Lanka,2023,8020537.0
Sri Lanka,2024,28931422.0
Sri Lanka,2025,26952620.0
Sri Lanka,2026,28577796.0
Sri Lanka,2027,30527346.0
Sri Lanka,2028,35819216.0
Sri Lanka,2029,32849814.0
Sri Lanka,2030,38369364.0
Sweden,2021,52787556.0
Sweden,2022,44001824.0
Sweden,2023,52012136.0
Sweden,2024,46481668.0
Sweden,2025,45926120.0
Sweden,2026,43330480.0
Sweden,2027,46633284.0
Sweden,2028,40850340.0
Sweden,2029,50833132.0
Sweden,2030,41864264.0
Switzerland,2021,38670304.0
Switzerland,2022,41657284.0
Switzerland,2023,41180308.0
Switzerland,2024,41604976.0
Switzerland,2025,41650436.0
Switzerland,2026,41173210.0
Switzerland,2027,41454400.0
Switzerland,2028,41800132.0
Switzerland,2029,39598356.0
Switzerland,2030,41196910.0
Syria,2021,22320764.0
Syria,2022,37577870.0
Syria,2023,39216092.0
Syria,2024,43741252.0
Syria,2025,40048016.0
Syria,2026,38243810.0
Syria,2027,38295040.0
Syria,2028,39238680.0
Syria,2029,36065060.0
Syria,2030,42086380.0
Taiwan,2021,291210880.0
Taiwan,2022,290848500.0
Taiwan,2023,303987650.0
Taiwan,2024,299746560.0
Taiwan,2025,211423360.0
Taiwan,2026,285040220.0
Taiwan,2027,292014750.0
Taiwan,2028,301379970.0
Taiwan,2029,304637630.0
Taiwan,2030,298481300.0
Tanzania,2021,9322272.0
Tanzania,2022,9876351.0
Tanzania,2023,10140310.0
Tanzania,2024,11228373.0
Tanzania,2025,10259846.0
Tanzania,2026,3455179.2
Tanzania,2027,11783225.0
Tanzania,2028,12105951.0
Tanzania,2029,10884499.0
Tanzania,2030,12535969.0
Thailand,2021,294472670.0
Thailand,2022,320353820.0
Thailand,2023,319001400.0
Thailand,2024,314166800.0
Thailand,2025,325542100.0
Thailand,2026,346856200.0
Thailand,2027,330288480.0
Thailand,2028,351994660.0
Thailand,2029,339357440.0
Thailand,2030,348019600.0
Togo,2021,1479677.2
Togo,2022,1511864.9
Togo,2023,1604701.5
Togo,2024,1497523.4
Togo,2025,1495140.5
Togo,2026,1504247.4
Togo,2027,1403596.8
Togo,2028,1513328.9
Togo,2029,1530281.4
Togo,2030,1482896.6
Trinidad and Tobago,2021,42252030.0
Trinidad and Tobago,2022,43144936.0
Trinidad and Tobago,2023,47992516.0
Trinidad and Tobago,2024,42031300.0
Trinidad and Tobago,2025,54785308.0
Trinidad and Tobago,2026,53758736.0
Trinidad and Tobago,2027,55686410.0
Trinidad and Tobago,2028,55563564.0
Trinidad and Tobago,2029,65109084.0
Trinidad and Tobago,2030,63803080.0
Tunisia,2021,28582194.0
Tunisia,2022,31640054.0
Tunisia,2023,32081848.0
Tunisia,2024,30403792.0
Tunisia,2025,35395490.0
Tunisia,2026,35301212.0
Tunisia,2027,36121676.0
Tunisia,2028,32901642.0
Tunisia,2029,38500536.0
Tunisia,2030,33854180.0
Turkey,2021,395681730.0
Turkey,2022,371256030.0
Turkey,2023,420617600.0
Turkey,2024,425586200.0
Turkey,2025,367906900.0
Turkey,2026,443547970.0
Turkey,2027,450647200.0
Turkey,2028,456630370.0
Turkey,2029,396032960.0
Turkey,2030,461915140.0
Uganda,2021,4308954.5
Uganda,2022,6593050.0
Uganda,2023,6086498.0
Uganda,2024,4629025.0
Uganda,2025,6394806.5
Uganda,2026,8960504.0
Uganda,2027,6034823.0
Uganda,2028,7685808.0
Uganda,2029,5787417.0
Uganda,2030,6134504.0
United Arab Emirates,2021,193893520.0
United Arab Emirates,2022,169349330.0
United Arab Emirates,2023,201494720.0
United Arab Emirates,2024,206674060.0
United Arab Emirates,2025,217993330.0
United Arab Emirates,2026,222688860.0
United Arab Emirates,2027,220101010.0
United Arab Emirates,2028,228663060.0
United Arab Emirates,2029,230271150.0
United Arab Emirates,2030,226108940.0
Uruguay,2021,6097763.0
Uruguay,2022,6163583.0
Uruguay,2023,6157182.5
Uruguay,2024,5881334.0
Uruguay,2025,6164990.0
Uruguay,2026,6231609.0
Uruguay,2027,6060784.0
Uruguay,2028,6249227.0
Uruguay,2029,6244873.0
Uruguay,2030,6175567.0
Venezuela,2021,183466180.0
Venezuela,2022,167203100.0
Venezuela,2023,177755360.0
Venezuela,2024,194366560.0
Venezuela,2025,179984380.0
Venezuela,2026,186978460.0
Venezuela,2027,194278320.0
Venezuela,2028,185378450.0
Venezuela,2029,122684720.0
Venezuela,2030,179100540.0
Vietnam,2021,215259950.0
Vietnam,2022,265872820.0
Vietnam,2023,252924300.0
Vietnam,2024,298169020.0
Vietnam,2025,288298020.0
Vietnam,2026,344029120.0
Vietnam,2027,264391440.0
Vietnam,2028,311049200.0
Vietnam,2029,318062370.0
Vietnam,2030,328810780.0
Yemen,2021,11611754.0
Yemen,2022,11890752.0
Yemen,2023,10830948.0
Yemen,2024,12252871.0
Yemen,2025,12108594.0
Yemen,2026,12119887.0
Yemen,2027,10879378.0
Yemen,2028,10922067.0
Yemen,2029,12778458.0
Yemen,2030,12451612.0
Zambia,2021,1280518.0
Zambia,2022,1060996.6
Zambia,2023,932169.9
Zambia,2024,847692.3
Zambia,2025,1116404.5
Zambia,2026,886306.06
Zambia,2027,604887.4
Zambia,2028,336498.28
Zambia,2029,518274.06
Zambia,2030,266305.2
Zimbabwe,2021,10575478.0
Zimbabwe,2022,10630077.0
Zimbabwe,2023,10294059.0
Zimbabwe,2024,10686278.0
Zimbabwe,2025,10084326.0
Zimbabwe,2026,10742395.0
Zimbabwe,2027,10482346.0
Zimbabwe,2028,10392967.0
Zimbabwe,2029,10663305.0
Zimbabwe,2030,10995644.0
